Row ID	Order ID	Order ID - Split 1	Order Date
677	US-2017-119438	US	3/18/2017
678	US-2017-119438	US	3/18/2017
679	US-2017-119438	US	3/18/2017
680	US-2017-119438	US	3/18/2017
681	CA-2016-164511	CA	11/19/2016
682	CA-2016-164511	CA	11/19/2016
683	CA-2016-164511	CA	11/19/2016
684	US-2017-168116	US	11/4/2017
685	US-2017-168116	US	11/4/2017
686	CA-2014-157784	CA	7/5/2014
687	CA-2014-157784	CA	7/5/2014
688	CA-2014-157784	CA	7/5/2014
689	CA-2017-161480	CA	12/25/2017
690	US-2014-117135	US	6/21/2014
691	US-2014-117135	US	6/21/2014
692	US-2014-117135	US	6/21/2014
693	CA-2015-131534	CA	3/28/2015
694	CA-2015-131534	CA	3/28/2015
695	CA-2015-119291	CA	5/14/2015
696	CA-2015-119291	CA	5/14/2015
697	CA-2015-119291	CA	5/14/2015
698	CA-2015-119291	CA	5/14/2015
699	CA-2015-119291	CA	5/14/2015
700	CA-2015-119291	CA	5/14/2015
701	CA-2015-119291	CA	5/14/2015
702	CA-2017-114552	CA	9/2/2017
703	CA-2016-163755	CA	11/4/2016
704	CA-2015-142027	CA	4/9/2015
705	CA-2014-138527	CA	9/12/2014
706	CA-2014-138527	CA	9/12/2014
707	CA-2014-138527	CA	9/12/2014
708	CA-2014-112158	CA	12/2/2014
709	CA-2014-112158	CA	12/2/2014
710	CA-2014-112158	CA	12/2/2014
711	CA-2014-113887	CA	4/5/2014
712	CA-2017-146136	CA	9/3/2017
713	US-2017-100048	US	5/19/2017
714	US-2017-100048	US	5/19/2017
715	US-2017-100048	US	5/19/2017
716	CA-2014-153150	CA	7/1/2014
717	CA-2014-130092	CA	1/11/2014
718	CA-2017-108910	CA	9/24/2017
719	CA-2014-104472	CA	6/2/2014
720	CA-2014-104472	CA	6/2/2014
721	CA-2016-112942	CA	2/13/2016
722	CA-2016-142335	CA	12/15/2016
723	CA-2016-142335	CA	12/15/2016
724	CA-2014-117429	CA	10/7/2014
725	CA-2016-114713	CA	7/7/2016
726	CA-2017-144113	CA	9/16/2017
727	CA-2017-144113	CA	9/16/2017
728	US-2016-150861	US	12/3/2016
729	US-2016-150861	US	12/3/2016
730	US-2016-150861	US	12/3/2016
731	US-2016-150861	US	12/3/2016
732	US-2016-150861	US	12/3/2016
733	CA-2017-131954	CA	1/21/2017
734	CA-2017-131954	CA	1/21/2017
735	CA-2017-131954	CA	1/21/2017
736	CA-2017-131954	CA	1/21/2017
737	CA-2017-131954	CA	1/21/2017
738	CA-2017-131954	CA	1/21/2017
739	CA-2014-132500	CA	9/8/2014
740	CA-2014-112326	CA	1/4/2014
741	CA-2014-112326	CA	1/4/2014
742	CA-2014-112326	CA	1/4/2014
743	US-2016-146710	US	8/27/2016
744	US-2016-146710	US	8/27/2016
745	US-2016-146710	US	8/27/2016
746	US-2016-146710	US	8/27/2016
747	CA-2014-124429	CA	5/27/2014
748	CA-2014-124429	CA	5/27/2014
749	CA-2016-150889	CA	3/20/2016
750	CA-2017-126074	CA	10/2/2017
751	CA-2017-126074	CA	10/2/2017
752	CA-2017-126074	CA	10/2/2017
753	CA-2017-126074	CA	10/2/2017
754	CA-2016-110499	CA	4/7/2016
755	CA-2015-135272	CA	12/7/2015
756	CA-2016-140928	CA	9/18/2016
757	CA-2014-106803	CA	12/29/2014
758	CA-2014-106803	CA	12/29/2014
759	CA-2017-117240	CA	7/23/2017
760	CA-2017-133333	CA	9/18/2017
761	CA-2015-112319	CA	8/31/2015
762	CA-2017-126046	CA	11/3/2017
763	CA-2015-114923	CA	2/8/2015
764	CA-2014-162775	CA	1/13/2014
765	CA-2014-162775	CA	1/13/2014
766	CA-2014-162775	CA	1/13/2014
767	CA-2014-162775	CA	1/13/2014
768	CA-2014-162775	CA	1/13/2014
769	CA-2014-106810	CA	5/14/2014
770	CA-2016-157245	CA	5/19/2016
771	CA-2017-104220	CA	1/30/2017
772	CA-2017-104220	CA	1/30/2017
773	CA-2017-104220	CA	1/30/2017
774	CA-2017-104220	CA	1/30/2017
775	CA-2017-104220	CA	1/30/2017
776	CA-2017-104220	CA	1/30/2017
777	CA-2014-165974	CA	6/29/2014
778	CA-2015-144267	CA	8/21/2015
779	CA-2015-144267	CA	8/21/2015
780	CA-2015-144267	CA	8/21/2015
781	CA-2015-144267	CA	8/21/2015
782	US-2015-157014	US	10/3/2015
783	US-2015-157014	US	10/3/2015
784	US-2015-157014	US	10/3/2015
785	US-2015-157014	US	10/3/2015
786	CA-2015-154921	CA	5/23/2015
787	CA-2017-129567	CA	3/17/2017
788	CA-2015-154620	CA	12/12/2015
789	CA-2015-115938	CA	6/26/2015
790	CA-2015-115938	CA	6/26/2015
791	CA-2015-115938	CA	6/26/2015
792	CA-2015-115938	CA	6/26/2015
793	CA-2016-105256	CA	5/20/2016
794	CA-2014-156433	CA	9/20/2014
795	CA-2014-156433	CA	9/20/2014
796	CA-2017-151428	CA	9/21/2017
797	CA-2015-124653	CA	12/24/2015
798	CA-2015-124653	CA	12/24/2015
799	CA-2015-124653	CA	12/24/2015
800	CA-2015-101910	CA	11/27/2015
801	CA-2017-105809	CA	2/20/2017
802	CA-2017-105809	CA	2/20/2017
803	CA-2016-136133	CA	8/18/2016
804	CA-2016-115504	CA	3/12/2016
805	CA-2017-135783	CA	4/22/2017
806	CA-2014-134313	CA	11/1/2014
807	CA-2014-134313	CA	11/1/2014
808	CA-2015-140921	CA	2/3/2015
809	CA-2015-140921	CA	2/3/2015
810	CA-2014-151995	CA	10/13/2014
811	CA-2014-151995	CA	10/13/2014
812	CA-2014-151995	CA	10/13/2014
813	CA-2014-151995	CA	10/13/2014
814	CA-2017-143686	CA	5/14/2017
815	CA-2017-143686	CA	5/14/2017
816	CA-2015-106565	CA	3/20/2015
817	CA-2016-149370	CA	9/15/2016
818	CA-2014-140858	CA	6/28/2014
819	CA-2014-140858	CA	6/28/2014
820	CA-2014-140858	CA	6/28/2014
821	CA-2014-140858	CA	6/28/2014
822	CA-2014-140858	CA	6/28/2014
823	CA-2017-101434	CA	6/20/2017
824	CA-2017-101434	CA	6/20/2017
825	US-2014-102071	US	5/9/2014
826	US-2014-102071	US	5/9/2014
827	CA-2017-126956	CA	8/21/2017
828	CA-2017-126956	CA	8/21/2017
829	CA-2017-126956	CA	8/21/2017
830	CA-2017-129462	CA	6/16/2017
831	CA-2017-129462	CA	6/16/2017
832	CA-2017-129462	CA	6/16/2017
833	CA-2017-129462	CA	6/16/2017
834	CA-2016-165316	CA	7/23/2016
835	CA-2016-165316	CA	7/23/2016
836	CA-2016-165316	CA	7/23/2016
837	US-2014-115987	US	9/8/2014
838	US-2017-156083	US	11/4/2017
839	US-2016-137547	US	3/7/2016
840	CA-2015-100454	CA	11/20/2015
841	CA-2015-100454	CA	11/20/2015
842	CA-2015-100454	CA	11/20/2015
843	CA-2016-161669	CA	11/7/2016
844	CA-2016-161669	CA	11/7/2016
845	CA-2016-161669	CA	11/7/2016
846	CA-2016-161669	CA	11/7/2016
847	CA-2015-114300	CA	10/13/2015
848	CA-2015-114300	CA	10/13/2015
849	CA-2017-107503	CA	1/1/2017
850	CA-2014-107755	CA	2/7/2014
851	CA-2016-152534	CA	6/20/2016
852	CA-2016-152534	CA	6/20/2016
853	CA-2016-113747	CA	5/28/2016
854	CA-2016-123274	CA	2/19/2016
855	CA-2016-123274	CA	2/19/2016
856	CA-2014-125612	CA	8/3/2014
857	CA-2014-125612	CA	8/3/2014
858	CA-2014-125612	CA	8/3/2014
859	CA-2017-161984	CA	4/10/2017
860	CA-2017-161984	CA	4/10/2017
861	CA-2014-133851	CA	6/9/2014
862	CA-2014-133851	CA	6/9/2014
863	CA-2016-134474	CA	1/5/2016
864	CA-2016-134474	CA	1/5/2016
865	CA-2016-134474	CA	1/5/2016
866	CA-2014-149020	CA	1/10/2014
867	CA-2014-149020	CA	1/10/2014
868	CA-2016-134362	CA	9/29/2016
869	CA-2014-136742	CA	4/6/2014
870	CA-2016-158099	CA	9/3/2016
871	CA-2016-158099	CA	9/3/2016
872	CA-2015-131128	CA	10/19/2015
873	CA-2014-148488	CA	12/10/2014
874	CA-2014-148488	CA	12/10/2014
875	CA-2017-114636	CA	8/25/2017
876	CA-2016-116736	CA	1/17/2016
877	CA-2016-116736	CA	1/17/2016
878	CA-2016-116736	CA	1/17/2016
879	US-2014-158638	US	9/17/2014
880	CA-2017-111689	CA	11/30/2017
881	CA-2017-111689	CA	11/30/2017
882	CA-2015-129098	CA	10/9/2015
883	US-2017-123463	US	12/23/2017
884	CA-2016-165148	CA	10/22/2016
885	CA-2014-134061	CA	4/29/2014
886	CA-2015-143602	CA	4/25/2015
887	CA-2017-115364	CA	6/26/2017
888	CA-2017-150707	CA	10/14/2017
889	CA-2014-104976	CA	12/9/2014
890	CA-2017-132934	CA	6/20/2017
891	CA-2017-132934	CA	6/20/2017
892	CA-2017-133256	CA	6/26/2017
893	CA-2017-133256	CA	6/26/2017
894	CA-2017-133256	CA	6/26/2017
895	CA-2016-105494	CA	11/10/2016
896	CA-2016-105494	CA	11/10/2016
897	CA-2016-140634	CA	10/3/2016
898	CA-2014-144407	CA	9/9/2014
899	CA-2017-160983	CA	10/29/2017
900	US-2016-114622	US	4/10/2016
901	CA-2017-150959	CA	11/11/2017
902	CA-2017-150959	CA	11/11/2017
903	CA-2017-132353	CA	9/15/2017
904	CA-2016-130477	CA	4/8/2016
905	CA-2016-130477	CA	4/8/2016
906	CA-2016-130477	CA	4/8/2016
907	CA-2017-143259	CA	12/30/2017
908	CA-2017-143259	CA	12/30/2017
909	CA-2017-143259	CA	12/30/2017
910	CA-2017-137596	CA	9/2/2017
911	CA-2017-137596	CA	9/2/2017
912	CA-2017-137596	CA	9/2/2017
913	CA-2015-133627	CA	5/31/2015
914	CA-2017-102519	CA	11/27/2017
915	CA-2017-102519	CA	11/27/2017
916	US-2014-141215	US	6/15/2014
917	US-2014-141215	US	6/15/2014
918	US-2014-141215	US	6/15/2014
919	CA-2016-165218	CA	3/5/2016
920	CA-2016-165218	CA	3/5/2016
921	CA-2014-138296	CA	12/5/2014
922	CA-2015-111164	CA	4/11/2015
923	CA-2015-111164	CA	4/11/2015
924	CA-2015-111164	CA	4/11/2015
925	CA-2016-149797	CA	9/15/2016
926	CA-2014-132962	CA	9/13/2014
927	CA-2014-132962	CA	9/13/2014
928	CA-2015-115091	CA	10/5/2015
929	CA-2015-115091	CA	10/5/2015
930	CA-2017-144932	CA	4/14/2017
931	CA-2017-144932	CA	4/14/2017
932	CA-2017-144932	CA	4/14/2017
933	CA-2017-114216	CA	9/2/2017
934	CA-2016-140081	CA	6/20/2016
935	CA-2016-140081	CA	6/20/2016
936	CA-2016-140081	CA	6/20/2016
937	CA-2016-140081	CA	6/20/2016
938	US-2017-111745	US	11/5/2017
939	CA-2015-148250	CA	12/13/2015
940	CA-2015-148250	CA	12/13/2015
941	CA-2016-105760	CA	6/19/2016
942	CA-2016-142958	CA	12/13/2016
943	CA-2016-142958	CA	12/13/2016
944	CA-2015-120880	CA	5/29/2015
945	CA-2015-120880	CA	5/29/2015
946	CA-2015-120880	CA	5/29/2015
947	US-2015-140200	US	7/26/2015
948	US-2017-110576	US	11/28/2017
949	US-2017-110576	US	11/28/2017
950	US-2017-110576	US	11/28/2017
951	US-2017-110576	US	11/28/2017
952	US-2017-110576	US	11/28/2017
953	CA-2017-131156	CA	4/3/2017
954	CA-2017-136539	CA	12/28/2017
955	CA-2017-136539	CA	12/28/2017
956	CA-2017-119305	CA	11/30/2017
957	CA-2017-102414	CA	5/15/2017
958	CA-2017-102414	CA	5/15/2017
959	CA-2017-102414	CA	5/15/2017
960	CA-2015-112571	CA	9/22/2015
961	CA-2017-152142	CA	11/14/2017
962	CA-2015-160059	CA	11/27/2015
963	CA-2016-120859	CA	9/1/2016
964	CA-2014-127488	CA	9/22/2014
965	CA-2017-135279	CA	4/9/2017
966	CA-2017-135279	CA	4/9/2017
967	CA-2017-135279	CA	4/9/2017
968	CA-2017-135279	CA	4/9/2017
969	CA-2017-135279	CA	4/9/2017
970	CA-2017-135279	CA	4/9/2017
971	CA-2014-115791	CA	1/16/2014
972	CA-2014-115791	CA	1/16/2014
973	CA-2014-115791	CA	1/16/2014
974	CA-2014-115791	CA	1/16/2014
975	US-2017-103247	US	10/5/2017
976	US-2017-103247	US	10/5/2017
977	US-2017-100209	US	7/9/2017
978	CA-2017-159366	CA	1/7/2017
979	CA-2016-145499	CA	5/30/2016
980	CA-2015-157035	CA	12/9/2015
981	CA-2016-144939	CA	10/3/2016
982	CA-2014-163419	CA	11/11/2014
983	CA-2014-163419	CA	11/11/2014
984	CA-2014-163419	CA	11/11/2014
985	CA-2017-100314	CA	9/29/2017
986	CA-2017-100314	CA	9/29/2017
987	CA-2017-100314	CA	9/29/2017
988	CA-2015-146829	CA	3/10/2015
989	CA-2017-167899	CA	5/21/2017
990	CA-2017-167899	CA	5/21/2017
991	CA-2015-153549	CA	3/29/2015
992	CA-2016-110023	CA	9/9/2016
993	CA-2016-105585	CA	8/26/2016
994	CA-2016-105585	CA	8/26/2016
995	CA-2014-117639	CA	5/21/2014
996	CA-2014-117639	CA	5/21/2014
997	CA-2015-162537	CA	10/28/2015
998	CA-2015-162537	CA	10/28/2015
999	CA-2015-162537	CA	10/28/2015
1000	CA-2015-162537	CA	10/28/2015
